506.15976;1.131858125
506.52679;1.144466607
506.8938;1.157099142
507.26074;1.16975305
507.62766;1.182429098
507.99451;1.195124599
508.36133;1.207839977
508.72809;1.220573234
509.09482;1.233324451
509.46152;1.246092672
509.82816;1.258875894
510.19473;1.271672807
510.56128;1.284484196
510.9278;1.297308759
511.29425;1.310144136
511.66068;1.322991121
512.02704;1.335847006
512.39337;1.348712237
512.75964;1.361584806
513.12585;1.374463756
513.49207;1.387350599
513.85822;1.400241565
514.2243;1.413135703
514.59039;1.42603488
514.95636;1.438933566
515.32233;1.45183504
515.68829;1.464738005
516.05414;1.477637987
516.41998;1.490537569
516.78577;1.503434397
517.15149;1.516326824
517.51721;1.529216377
517.88287;1.542100003
518.24847;1.554976765
518.61401;1.56784573
518.97955;1.580708075
519.34503;1.593560758
519.71045;1.606402849
520.07587;1.619235528
520.44122;1.632055413
520.80652;1.644862281
521.17175;1.657654512
521.53699;1.670433989
521.9021;1.683194898
522.26721;1.695940871
522.63232;1.70867099
522.99738;1.721382602
523.3623;1.734071672
523.72729;1.746744597
524.09216;1.759393876
524.45703;1.772022774
524.82184;1.784628315
525.18658;1.797209264
525.55133;1.809767489
525.91595;1.822297286
526.28058;1.834802584
526.6452;1.847281808
527.0097;1.85973032
527.37421;1.872151688
527.73865;1.884542312
528.10309;1.8969037
528.46741;1.909230923
528.83173;1.921527183
529.19604;1.933791276
529.56024;1.946018986
529.92444;1.958213157
530.28857;1.970370598
530.65265;1.982491138
531.01672;1.994575264
531.38068;2.006618828
531.74469;2.018626287
532.10858;2.030591204
532.47247;2.042516706
532.83624;2.054398046
533.20007;2.066240283
533.56378;2.078036741
533.92749;2.089790513
534.29114;2.10149885
534.65472;2.11316064
535.01825;2.124775735
535.38177;2.13634462
535.74524;2.14786523
536.1087;2.159338046
536.47205;2.170759142
536.83539;2.182130896
537.19867;2.193450972
537.56189;2.204718615
537.92511;2.215934921
538.28827;2.22709728
538.65137;2.238204949
539.01447;2.249259016
539.37744;2.260254792
539.74042;2.271195793
540.10339;2.282080668
540.46625;2.292905701
540.8291;2.303673166
541.19189;2.31438086
541.55463;2.325028377
541.91736;2.33561618
542.28003;2.346142108
542.64264;2.356605477
543.00519;2.367005608
543.36774;2.377343533
543.73022;2.387616575
544.09265;2.397824638
544.45508;2.407968457
544.81738;2.418043743
545.17969;2.428053744
545.54199;2.437997235
545.90417;2.447870565
546.26636;2.457676648
546.62848;2.467412678
546.9906;2.477079906
547.3526;2.486674516
547.7146;2.496199086
548.07654;2.505651419
548.43848;2.515032471
548.80029;2.52433829
549.16211;2.533571894
549.52393;2.542732413
549.88562;2.551815992
550.24731;2.560825333
550.60895;2.569758615
550.97052;2.578614791
551.33209;2.587395017
551.6936;2.596097277
552.05505;2.604721041
552.41644;2.613265782
552.77783;2.62173238
553.13916;2.630118897
553.50043;2.638424826
553.86163;2.646649441
554.22284;2.654794049
554.58398;2.662856338
554.94507;2.670836274
555.30615;2.678734247
555.66718;2.686548892
556.02814;2.694279316
556.38904;2.70192528
556.74994;2.709487586
557.11078;2.716964516
557.47156;2.724355632
557.83228;2.731660507
558.19299;2.738879713
558.55365;2.746012014
558.91425;2.753056798
559.27484;2.760014623
559.63531;2.766882975
559.99579;2.773663938
560.35626;2.78035671
560.71661;2.786958878
561.07697;2.793472452
561.43726;2.799895601
561.79755;2.8062292
562.15771;2.81247062
562.51788;2.818621945
